epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.419,1.48401,4.07353,1.58548,0.00459,0.41944,0.03294,0.02014,1.29044,3.54402,1.56906,3.75e-05,3.75e-05,3.75e-05
2,26.8834,1.44107,4.06543,1.61279,0.00795,0.61944,0.0812,0.04785,1.22413,3.54169,1.58903,8.73268e-05,8.73268e-05,8.73268e-05
3,31.3015,1.02365,3.57221,1.39674,0.01164,0.675,0.32584,0.1983,1.17582,3.46661,1.54032,0.000136956,0.000136956,0.000136956
4,35.7477,0.93238,2.85585,1.34837,0.01094,0.7,0.26627,0.18567,1.1813,3.4147,1.4853,0.000186386,0.000186386,0.000186386
5,40.3394,0.86592,2.15758,1.28566,0.007,0.49722,0.22945,0.17293,1.21469,3.37216,1.53251,0.000235619,0.000235619,0.000235619
6,44.9115,0.79796,1.98964,1.2627,0.00829,0.625,0.24686,0.15892,1.17293,3.37762,1.54323,0.000284654,0.000284654,0.000284654
7,49.5715,0.80341,1.93883,1.27976,0.00738,0.55,0.25883,0.1326,1.13392,3.3896,1.51019,0.00033349,0.00033349,0.00033349
8,54.0839,0.88021,1.84447,1.25392,0.01013,0.51944,0.25473,0.16332,1.20385,3.47043,1.39496,0.000382129,0.000382129,0.000382129
9,58.41,0.75466,1.59916,1.15139,0.01241,0.56667,0.25115,0.1396,1.23302,3.43899,1.45754,0.00043057,0.00043057,0.00043057
10,62.8092,0.71201,1.64774,1.17386,0.00993,0.69722,0.29495,0.15741,1.23284,3.31899,1.62629,0.000478813,0.000478813,0.000478813
11,67.1978,0.72072,1.56688,1.16011,0.69599,0.07755,0.33557,0.22274,1.30148,3.26214,1.68261,0.000526857,0.000526857,0.000526857
12,71.7497,0.67937,1.49315,1.11527,0.67974,0.23224,0.29228,0.16478,1.26994,3.24777,1.60735,0.000574704,0.000574704,0.000574704
13,76.6322,0.67509,1.46189,1.14891,0.79148,0.07778,0.30548,0.18347,1.30057,3.18004,1.56395,0.000622353,0.000622353,0.000622353
14,81.151,0.7186,1.40556,1.14773,0.83115,0.19021,0.28839,0.15527,1.37163,3.18131,1.59309,0.000669804,0.000669804,0.000669804
15,85.6525,0.67674,1.26072,1.13908,0.79587,0.24565,0.33628,0.21072,1.38177,3.08078,1.59879,0.000717056,0.000717056,0.000717056
16,90.1104,0.65832,1.31596,1.09702,0.5751,0.27914,0.46385,0.31676,1.30685,2.94764,1.66,0.000764111,0.000764111,0.000764111
17,94.6898,0.67371,1.33758,1.13746,0.63849,0.27642,0.54884,0.3557,1.31537,2.78362,1.72611,0.000810968,0.000810968,0.000810968
18,99.3813,0.67259,1.33758,1.10549,0.66254,0.30671,0.67532,0.42834,1.40235,2.58334,1.76897,0.000857627,0.000857627,0.000857627
19,103.887,0.67506,1.29881,1.13585,0.78952,0.55251,0.76822,0.48422,1.45837,2.45096,1.60125,0.000904088,0.000904088,0.000904088
20,108.421,0.68354,1.19911,1.07753,0.70377,0.56104,0.7791,0.47449,1.56491,2.23827,1.62317,0.00095035,0.00095035,0.00095035
21,112.887,0.67903,1.36572,1.11804,0.63789,0.42478,0.58992,0.38156,1.57704,2.40356,1.66544,0.000996415,0.000996415,0.000996415
22,117.753,0.70987,1.17575,1.10465,0.58758,0.52534,0.60884,0.38545,1.68163,2.24983,1.73467,0.00104228,0.00104228,0.00104228
23,122.494,0.67392,1.24731,1.11216,0.66364,0.47768,0.62039,0.41948,1.54977,2.24825,1.6477,0.00108795,0.00108795,0.00108795
24,127.283,0.7016,1.33414,1.19123,0.63854,0.60614,0.67943,0.43071,1.39547,2.12749,1.69982,0.00113342,0.00113342,0.00113342
25,131.799,0.70152,1.3195,1.16519,0.68759,0.78235,0.7391,0.47664,1.27222,1.86022,1.55637,0.00117869,0.00117869,0.00117869
26,136.389,0.69848,1.25854,1.11464,0.71984,0.75525,0.74776,0.49251,1.20731,1.86249,1.50755,0.00118812,0.00118812,0.00118812
27,140.895,0.67696,1.24848,1.09598,0.7488,0.58699,0.78371,0.46407,1.4064,2.18583,1.46378,0.00118565,0.00118565,0.00118565
28,145.369,0.69102,1.19909,1.16778,0.74665,0.66953,0.73403,0.45619,1.42992,2.01781,1.54276,0.00118317,0.00118317,0.00118317
29,150.542,0.67072,1.10517,1.10866,0.62063,0.73808,0.78662,0.5114,1.34206,1.86224,1.47375,0.0011807,0.0011807,0.0011807
