epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.48081,1.22801,3.51607,1.31827,0,0,0,0,0,34.4375,0,3.75e-05,3.75e-05,3.75e-05
2,8.52097,1.1349,3.45928,1.29323,0,0,0,0,0,34.4375,0,8.66338e-05,8.66338e-05,8.66338e-05
3,10.3335,0.85151,3.15179,1.19086,0,0,0,0,0,34.4375,0,0.000134777,0.000134777,0.000134777
4,12.1101,0.7875,2.54903,1.1414,0,0,0,0,0,34.4375,0,0.000181931,0.000181931,0.000181931
5,13.8303,0.71867,1.84958,1.05611,0,0,0,0,0,34.5625,0,0.000228095,0.000228095,0.000228095
6,15.5759,0.72999,1.70584,1.08062,0,0,0,0,0,34.3125,0,0.000273269,0.000273269,0.000273269
7,17.2893,0.65761,1.28649,1.08035,0,0,0,0,0,31.4219,0,0.000317452,0.000317452,0.000317452
8,19.066,0.7643,1.41627,1.13487,0,0,0,0,0,33.0938,0,0.000360646,0.000360646,0.000360646
9,20.8164,0.69811,1.23181,1.0356,0,0,0,0,0,37.3125,0,0.00040285,0.00040285,0.00040285
10,22.9012,0.62729,1.07842,0.98459,0,0,0,0,0,32.875,0,0.000444064,0.000444064,0.000444064
11,24.6382,0.55068,1.00499,0.98282,0,0,0,0,0,42.625,0,0.000484288,0.000484288,0.000484288
12,26.4089,0.61106,0.92368,0.98423,0,0,0,0,0,99.25,0,0.000523521,0.000523521,0.000523521
13,28.1561,0.60983,1.15194,1.01256,0,0,0,0,0,50.0938,0,0.000561765,0.000561765,0.000561765
14,29.911,0.62128,1.01135,0.96024,0,0,0,0,0,37.3438,0,0.000599019,0.000599019,0.000599019
15,31.7352,0.56565,0.92532,0.96122,0,0,0,0,0,60.8438,0,0.000635282,0.000635282,0.000635282
16,33.437,0.5865,0.84944,0.99395,0,0,0,0,0,95.75,0,0.000670556,0.000670556,0.000670556
17,35.1512,0.80839,1.21963,1.21564,0,0,0,0,0,101.625,0,0.00070484,0.00070484,0.00070484
18,36.8945,0.56939,0.87517,0.96449,0,0,0,0,0,57.4688,0,0.000738134,0.000738134,0.000738134
19,38.6045,0.55911,0.83008,0.9305,0,0,0,0,0,50.5625,0,0.000770438,0.000770438,0.000770438
20,42.3998,0.58649,0.96013,1.00323,0,0,0,0,0,56.5938,0,0.000801751,0.000801751,0.000801751
21,44.2645,0.59812,0.95963,0.97557,0,0,0,0,0,100.688,0,0.000832075,0.000832075,0.000832075
22,46.0982,0.63262,0.89191,0.93883,0,0,0,0,0,104.688,0,0.000861409,0.000861409,0.000861409
23,47.9493,0.63536,0.89491,0.98655,0,0,0,0,0,89.1875,0,0.000889753,0.000889753,0.000889753
24,49.8663,0.57598,0.87818,0.96406,0,0,0,0,0,69.8125,0,0.000917106,0.000917106,0.000917106
25,51.7296,0.61513,0.85357,0.96644,0,0,0,0,0,57.2188,0,0.00094347,0.00094347,0.00094347
26,53.4847,0.609,0.85528,0.96069,0,0,0,0,0,59.5625,0,0.000940625,0.000940625,0.000940625
27,55.1889,0.56814,0.94859,0.9624,0,0,0,0,0,72.375,0,0.00092825,0.00092825,0.00092825
28,57.0096,0.60753,0.91525,0.99142,0,0,0,0,0,105.812,0,0.000915875,0.000915875,0.000915875
29,58.7666,0.52935,0.89159,0.95353,0,0,0,0,0,138.875,0,0.0009035,0.0009035,0.0009035
30,60.4672,0.54799,0.74524,0.98719,0,0,0,0,0,154.75,0,0.000891125,0.000891125,0.000891125
31,62.2117,0.69875,0.91031,1.12968,0,0,0,0,0,129.25,0,0.00087875,0.00087875,0.00087875
32,63.977,0.57855,0.81963,0.99746,0,0,0,0,0,101.125,0,0.000866375,0.000866375,0.000866375
33,65.7566,0.54558,0.82054,0.98344,0,0,0,0,0,106.75,0,0.000854,0.000854,0.000854
34,67.5227,0.51137,0.87558,0.93888,0,0,0,0,0,139.25,0,0.000841625,0.000841625,0.000841625
35,69.3209,0.49799,0.72807,0.9598,0,0,0,0,0,161.125,0,0.00082925,0.00082925,0.00082925
36,71.1272,0.5502,0.69119,0.92852,0,0,0,0,0,153.625,0,0.000816875,0.000816875,0.000816875
37,73.0829,0.50484,0.69247,0.95417,0,0,0,0,0,130.5,0,0.0008045,0.0008045,0.0008045
38,74.9186,0.5502,0.72762,0.94547,0,0,0,0,0,125.688,0,0.000792125,0.000792125,0.000792125
39,76.7314,0.5337,0.81004,0.92529,0,0,0,0,0,141.625,0,0.00077975,0.00077975,0.00077975
40,78.5565,0.49282,0.67052,0.93448,0,0,0,0,0,166.5,0,0.000767375,0.000767375,0.000767375
41,80.3319,0.57852,0.74087,0.97377,0,0,0,0,0,170.875,0,0.000755,0.000755,0.000755
42,82.0844,0.52018,0.6453,0.91214,0,0,0,0,0,174,0,0.000742625,0.000742625,0.000742625
43,83.9118,0.47734,0.66092,0.91724,0,0,0,0,0,194.375,0,0.00073025,0.00073025,0.00073025
44,85.869,0.43873,0.64738,0.91547,0,0,0,0,0,205.5,0,0.000717875,0.000717875,0.000717875
45,87.7138,0.46387,0.59429,0.91723,0,0,0,0,0,178.875,0,0.0007055,0.0007055,0.0007055
46,89.5315,0.49023,0.65642,0.9444,0,0,0,0,0,150.5,0,0.000693125,0.000693125,0.000693125
47,91.3523,0.48587,0.60599,0.95207,0,0,0,0,0,135.875,0,0.00068075,0.00068075,0.00068075
48,93.1645,0.49754,0.6439,0.95793,0,0,0,0,0,130,0,0.000668375,0.000668375,0.000668375
49,94.9294,0.4499,0.6172,0.91038,0,0,0,0,0,145.25,0,0.000656,0.000656,0.000656
