epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.30387,1.37509,3.72626,1.47408,0.00578,0.46667,0.01929,0.00974,1.10417,3.47908,1.4219,5e-05,5e-05,5e-05
2,12.3045,1.01394,3.42885,1.28675,0.01014,0.59444,0.23711,0.12631,0.96126,3.49771,1.34477,0.000111386,0.000111386,0.000111386
3,15.263,0.83128,2.84657,1.24539,0.00992,0.56667,0.29341,0.19922,0.83622,3.33701,1.18052,0.000171535,0.000171535,0.000171535
4,18.3719,0.73784,2.08993,1.14336,0.01017,0.56667,0.30855,0.19692,0.84308,3.24608,1.21493,0.000230446,0.000230446,0.000230446
5,21.4099,0.74242,1.80327,1.17044,0.01246,0.54167,0.29033,0.17698,0.9584,3.20172,1.33113,0.00028812,0.00028812,0.00028812
6,24.4068,0.69878,1.65388,1.11219,0.01929,0.54167,0.27899,0.18686,1.05253,3.23019,1.32725,0.000344556,0.000344556,0.000344556
7,27.4314,0.68362,1.55623,1.10002,0.59228,0.35509,0.3884,0.26154,0.98803,3.04964,1.31031,0.000399755,0.000399755,0.000399755
8,30.3947,0.69549,1.44334,1.10901,0.63301,0.24946,0.36055,0.25495,0.96394,3.03483,1.27491,0.000453716,0.000453716,0.000453716
9,33.362,0.6503,1.32213,1.06107,0.68186,0.18768,0.34265,0.24969,0.96973,2.93939,1.28433,0.00050644,0.00050644,0.00050644
10,36.3146,0.6273,1.30238,1.06881,1,0.22395,0.35415,0.25627,0.99671,2.89769,1.26955,0.000557926,0.000557926,0.000557926
11,39.2337,0.66374,1.31048,1.08398,0.74296,0.1595,0.40358,0.28206,1.12987,2.98457,1.36408,0.000608175,0.000608175,0.000608175
12,42.3396,0.62303,1.18665,1.03439,0.71198,0.2254,0.41855,0.26286,1.30156,2.8806,1.4797,0.000657186,0.000657186,0.000657186
13,45.5817,0.58787,1.16376,1.02841,0.66171,0.24235,0.45097,0.29924,1.28372,2.77477,1.47663,0.00070496,0.00070496,0.00070496
14,48.7151,0.6231,1.11353,1.0394,0.64798,0.29852,0.51427,0.33437,1.13611,2.73346,1.3067,0.000751496,0.000751496,0.000751496
15,51.6678,0.60707,1.06222,1.05127,0.56199,0.33063,0.54218,0.34767,1.15437,2.45733,1.34698,0.000796795,0.000796795,0.000796795
16,54.6581,0.57647,1.04921,1.00779,0.51151,0.34444,0.61156,0.43704,1.08904,2.4121,1.33832,0.000840856,0.000840856,0.000840856
17,57.8075,0.592,1.07539,1.03581,0.85199,0.42335,0.75307,0.57329,0.99903,2.19212,1.39607,0.00088368,0.00088368,0.00088368
18,60.8641,0.60057,1.08056,1.0285,0.68072,0.46271,0.81344,0.60178,1.03479,2.11958,1.36449,0.000925266,0.000925266,0.000925266
19,63.836,0.57833,1.1268,1.04275,0.789,0.5405,0.87219,0.6373,1.01356,2.02944,1.31651,0.000965615,0.000965615,0.000965615
20,66.787,0.59065,1.03735,1.02665,0.72377,0.63501,0.84122,0.62465,1.02205,1.7112,1.41853,0.00100473,0.00100473,0.00100473
21,69.775,0.57958,1.00813,1.01644,0.74202,0.74619,0.8463,0.60984,1.0587,1.70142,1.38767,0.0010025,0.0010025,0.0010025
22,72.8047,0.61238,0.94904,1.01375,0.76907,0.86524,0.87238,0.60072,1.08709,1.53206,1.41797,0.000990125,0.000990125,0.000990125
23,75.8939,0.59205,0.99408,1.0079,0.77927,0.83413,0.84416,0.58461,1.08472,1.4913,1.33319,0.00097775,0.00097775,0.00097775
24,79.2261,0.59418,0.99867,1.02988,0.78311,0.77959,0.79231,0.57821,1.15001,1.59268,1.34283,0.000965375,0.000965375,0.000965375
25,82.3251,0.58654,0.98276,1.04873,0.75867,0.84495,0.81061,0.59806,1.08091,1.51362,1.3333,0.000953,0.000953,0.000953
26,85.3815,0.62075,0.98136,1.05304,0.73196,0.87222,0.78577,0.57534,1.04369,1.44007,1.32843,0.000940625,0.000940625,0.000940625
27,88.3264,0.59735,0.99125,1.03673,0.77899,0.79516,0.77758,0.5639,1.11237,1.45426,1.40621,0.00092825,0.00092825,0.00092825
28,91.2633,0.59458,0.98159,1.0187,0.76953,0.80358,0.78164,0.55948,1.19256,1.66041,1.31984,0.000915875,0.000915875,0.000915875
29,94.2057,0.60185,0.94046,1.02971,0.73831,0.85553,0.80671,0.56113,1.1824,1.57703,1.31869,0.0009035,0.0009035,0.0009035
30,97.1433,0.56464,0.90568,0.9927,0.84383,0.86626,0.85535,0.60153,1.14217,1.3889,1.30029,0.000891125,0.000891125,0.000891125
31,100.244,0.54694,0.87453,1.00584,0.86122,0.84855,0.88368,0.62318,1.06393,1.19078,1.30038,0.00087875,0.00087875,0.00087875
32,103.28,0.52974,0.87901,0.97281,0.69256,0.8534,0.80354,0.59047,0.97964,1.25481,1.20169,0.000866375,0.000866375,0.000866375
33,106.217,0.55125,0.83144,0.97787,0.69302,0.77801,0.71885,0.53057,0.9925,1.37295,1.19434,0.000854,0.000854,0.000854
34,109.207,0.53957,0.83413,0.98757,0.70431,0.78318,0.74053,0.55955,0.97856,1.36592,1.17117,0.000841625,0.000841625,0.000841625
35,112.074,0.54843,0.89892,1.0067,0.68439,0.80115,0.78339,0.59572,1.0069,1.3257,1.17313,0.00082925,0.00082925,0.00082925
36,115.021,0.54759,0.84711,1.00702,0.86513,0.82833,0.87332,0.68312,0.8944,1.08252,1.10468,0.000816875,0.000816875,0.000816875
37,117.924,0.50914,0.86706,0.98008,0.89635,0.8608,0.89498,0.68339,0.88427,0.98865,1.10265,0.0008045,0.0008045,0.0008045
38,120.822,0.52265,0.78154,0.97453,0.88966,0.85463,0.88379,0.67225,0.88059,0.97415,1.10559,0.000792125,0.000792125,0.000792125
39,123.73,0.49239,0.75134,0.95358,0.89464,0.87306,0.8769,0.65078,0.9133,1.0042,1.1063,0.00077975,0.00077975,0.00077975
40,126.729,0.51221,0.77908,0.98848,0.8504,0.87022,0.86429,0.65828,0.88839,1.00178,1.11933,0.000767375,0.000767375,0.000767375
41,129.762,0.55093,0.86431,1.01282,0.85195,0.85611,0.86343,0.66215,0.85947,0.98648,1.15368,0.000755,0.000755,0.000755
42,132.798,0.49915,0.76772,0.9904,0.89386,0.85118,0.86859,0.67641,0.8298,0.92623,1.13901,0.000742625,0.000742625,0.000742625
43,135.7,0.51799,0.76534,0.97255,0.88682,0.88041,0.90379,0.71312,0.81852,0.89927,1.13197,0.00073025,0.00073025,0.00073025
44,138.892,0.50714,0.75709,0.96663,0.8663,0.87845,0.90478,0.65815,0.93095,0.9848,1.12648,0.000717875,0.000717875,0.000717875
45,142.663,0.5114,0.6982,0.94152,0.86435,0.86433,0.89763,0.67354,0.9431,0.95257,1.14152,0.0007055,0.0007055,0.0007055
