epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,49.4167,0.57598,0.87818,0.96406,0.43766,0.46667,0.51403,0.30223,1.18733,2.41264,1.4061,0.000917106,0.000917106,0.000917106
25,51.2232,0.61513,0.85357,0.96644,0.37693,0.37424,0.48609,0.29214,1.15685,2.49211,1.30976,0.00094347,0.00094347,0.00094347
26,53.2339,0.609,0.85528,0.96069,0.37219,0.42571,0.46701,0.30285,1.04016,2.51133,1.16689,0.000940625,0.000940625,0.000940625
27,55.0301,0.56814,0.94859,0.9624,0.37265,0.36784,0.4431,0.28032,1.05446,2.44797,1.208,0.00092825,0.00092825,0.00092825
28,56.9743,0.60753,0.91525,0.99142,0.29056,0.35,0.43954,0.25618,1.19296,2.49195,1.32506,0.000915875,0.000915875,0.000915875
29,58.7932,0.52935,0.89159,0.95353,0.38369,0.325,0.44091,0.24864,1.15341,2.61619,1.23387,0.0009035,0.0009035,0.0009035
30,60.5724,0.54799,0.74524,0.98719,0.27447,0.43699,0.38893,0.25342,1.12327,2.54326,1.25526,0.000891125,0.000891125,0.000891125
31,62.396,0.69875,0.91031,1.12968,0.32444,0.44627,0.39215,0.26558,1.11929,2.46979,1.28825,0.00087875,0.00087875,0.00087875
32,64.3732,0.57855,0.81963,0.99746,0.34416,0.50268,0.43495,0.29266,1.13135,2.42307,1.24166,0.000866375,0.000866375,0.000866375
33,66.1145,0.54558,0.82054,0.98344,0.42524,0.45283,0.50829,0.34041,1.16182,2.27777,1.20807,0.000854,0.000854,0.000854
34,67.9194,0.51137,0.87558,0.93888,0.43442,0.54167,0.50758,0.3649,1.07029,2.1883,1.16751,0.000841625,0.000841625,0.000841625
35,69.732,0.49799,0.72807,0.9598,0.42164,0.54167,0.49236,0.36717,1.00206,2.1711,1.14731,0.00082925,0.00082925,0.00082925
36,71.5371,0.5502,0.69119,0.92852,0.42716,0.51296,0.49945,0.37458,0.99338,2.19498,1.1432,0.000816875,0.000816875,0.000816875
37,73.4814,0.50484,0.69247,0.95417,0.47082,0.53097,0.52395,0.39284,1.01587,2.15297,1.1349,0.0008045,0.0008045,0.0008045
38,75.3135,0.5502,0.72762,0.94547,0.48812,0.51253,0.51851,0.37122,1.01955,2.11195,1.0947,0.000792125,0.000792125,0.000792125
39,77.1,0.5337,0.81004,0.92529,0.50269,0.50039,0.51322,0.38127,0.99451,2.21336,1.09296,0.00077975,0.00077975,0.00077975
40,78.9366,0.49282,0.67052,0.93448,0.50199,0.52725,0.52129,0.40304,0.9187,2.2642,1.0713,0.000767375,0.000767375,0.000767375
41,81.0978,0.57852,0.74087,0.97377,0.48335,0.53819,0.52095,0.40317,0.91974,2.33504,1.09379,0.000755,0.000755,0.000755
42,83.0745,0.52018,0.6453,0.91214,0.50453,0.54167,0.52256,0.38331,0.98142,2.21789,1.1322,0.000742625,0.000742625,0.000742625
43,84.9451,0.47734,0.66092,0.91724,0.52809,0.53715,0.51961,0.39689,0.96293,2.08177,1.09402,0.00073025,0.00073025,0.00073025
44,86.8248,0.43873,0.64738,0.91547,0.52935,0.54162,0.51577,0.40327,0.9618,2.00607,1.07438,0.000717875,0.000717875,0.000717875
45,88.6271,0.46387,0.59429,0.91723,0.51508,0.53589,0.525,0.42475,0.92838,2.03275,1.0575,0.0007055,0.0007055,0.0007055
46,90.4344,0.49023,0.65642,0.9444,0.50586,0.51667,0.53312,0.42356,0.96425,2.06849,1.09218,0.000693125,0.000693125,0.000693125
47,92.228,0.48587,0.60599,0.95207,0.51994,0.53956,0.5445,0.42295,0.98846,2.06153,1.11912,0.00068075,0.00068075,0.00068075
48,94.0317,0.49754,0.6439,0.95793,0.46714,0.54167,0.54922,0.41462,1.05694,2.06869,1.14891,0.000668375,0.000668375,0.000668375
49,95.7627,0.4499,0.6172,0.91038,0.46776,0.54167,0.5387,0.40632,1.05562,2.05192,1.1381,0.000656,0.000656,0.000656
50,97.5424,0.48483,0.61139,0.91806,0.50348,0.53673,0.52646,0.38559,1.0354,2.07265,1.15089,0.000643625,0.000643625,0.000643625
51,99.2697,0.53362,0.6601,0.94466,0.52147,0.54167,0.52125,0.36959,1.05243,2.15536,1.20082,0.00063125,0.00063125,0.00063125
52,101.052,0.4362,0.64608,0.95128,0.49544,0.51667,0.51506,0.35733,1.069,2.26881,1.24497,0.000618875,0.000618875,0.000618875
53,102.811,0.46202,0.62438,0.96178,0.49705,0.54167,0.51347,0.34858,1.10642,2.29629,1.30699,0.0006065,0.0006065,0.0006065
54,104.673,0.46022,0.60672,0.94107,0.49099,0.54167,0.51105,0.35092,1.09931,2.26245,1.32093,0.000594125,0.000594125,0.000594125
55,106.502,0.46898,0.60705,0.93154,0.48694,0.53551,0.5028,0.33725,1.09207,2.19161,1.28691,0.00058175,0.00058175,0.00058175
56,108.227,0.45504,0.63148,0.95227,0.51394,0.53293,0.50305,0.32714,1.13524,2.10405,1.2926,0.000569375,0.000569375,0.000569375
57,110.022,0.46316,0.57017,0.89453,0.51152,0.52264,0.50947,0.36005,1.03787,2.14826,1.17938,0.000557,0.000557,0.000557
58,111.816,0.45118,0.58592,0.94356,0.47541,0.511,0.50699,0.35971,1.02279,2.21182,1.17525,0.000544625,0.000544625,0.000544625
59,113.714,0.42919,0.56009,0.91491,0.47836,0.51278,0.51479,0.36148,1.04488,2.25602,1.20181,0.00053225,0.00053225,0.00053225
60,116.027,0.436,0.60058,0.93143,0.47232,0.52639,0.51948,0.36611,1.01847,2.30777,1.15792,0.000519875,0.000519875,0.000519875
61,118.173,0.45389,0.56602,0.90132,0.47672,0.52294,0.52098,0.37668,1.01193,2.16598,1.17896,0.0005075,0.0005075,0.0005075
62,120.329,0.42999,0.56994,0.89222,0.49526,0.54099,0.52248,0.38755,1.00912,2.03225,1.18518,0.000495125,0.000495125,0.000495125
63,122.194,0.45008,0.55999,0.92349,0.48568,0.54092,0.52209,0.38988,0.99528,1.97028,1.1578,0.00048275,0.00048275,0.00048275
64,124.132,0.47428,0.75511,0.95732,0.4871,0.54167,0.51966,0.3983,0.97026,1.96724,1.15127,0.000470375,0.000470375,0.000470375
65,126.148,0.41393,0.53747,0.86708,0.51842,0.53082,0.52041,0.40505,0.95527,1.99221,1.15285,0.000458,0.000458,0.000458
66,128.205,0.42931,0.56435,0.90119,0.53458,0.52226,0.52202,0.40419,0.96165,2.06643,1.14603,0.000445625,0.000445625,0.000445625
67,130.105,0.4169,0.55978,0.88474,0.53709,0.52226,0.52278,0.39871,0.98678,2.16525,1.14565,0.00043325,0.00043325,0.00043325
68,132.052,0.46941,0.59488,0.91951,0.52108,0.53553,0.52427,0.40139,0.97137,2.13067,1.14065,0.000420875,0.000420875,0.000420875
69,134.121,0.4068,0.58463,0.92025,0.52717,0.53591,0.52483,0.41704,0.93737,2.0639,1.127,0.0004085,0.0004085,0.0004085
70,136.036,0.42972,0.66716,0.89809,0.52676,0.53892,0.52828,0.42469,0.94852,2.05577,1.13882,0.000396125,0.000396125,0.000396125
71,137.803,0.45512,0.55015,0.98095,0.52902,0.53964,0.53379,0.41787,0.96427,2.01901,1.16785,0.00038375,0.00038375,0.00038375
72,139.655,0.40821,0.55926,0.90108,0.52282,0.53819,0.54647,0.42848,0.96118,1.96262,1.16765,0.000371375,0.000371375,0.000371375
73,141.629,0.51109,0.6204,0.98985,0.51788,0.53833,0.56541,0.44227,0.9512,1.92957,1.15693,0.000359,0.000359,0.000359
74,143.56,0.40412,0.59179,0.91764,0.5183,0.53857,0.5813,0.46017,0.92074,1.92626,1.13052,0.000346625,0.000346625,0.000346625
75,145.391,0.40002,0.54041,0.89101,0.52317,0.53639,0.58859,0.45964,0.9052,1.92568,1.1097,0.00033425,0.00033425,0.00033425
76,147.229,0.40653,0.52848,0.88574,0.52085,0.54167,0.58271,0.45338,0.89258,1.93715,1.08171,0.000321875,0.000321875,0.000321875
77,149.067,0.39458,0.49996,0.90642,0.51515,0.54167,0.57677,0.45798,0.88069,1.96045,1.06916,0.0003095,0.0003095,0.0003095
78,150.857,0.3941,0.5232,0.8921,0.5147,0.54167,0.56792,0.44825,0.88067,1.95951,1.06063,0.000297125,0.000297125,0.000297125
79,152.702,0.41674,0.52886,0.89849,0.51692,0.54167,0.56965,0.45394,0.88325,1.96862,1.06492,0.00028475,0.00028475,0.00028475
80,154.494,0.39706,0.50568,0.8786,0.53059,0.54167,0.56718,0.45153,0.91451,1.97323,1.08287,0.000272375,0.000272375,0.000272375
81,156.385,0.40467,0.53569,0.8902,0.52158,0.5406,0.55409,0.43126,0.9464,1.98633,1.10212,0.00026,0.00026,0.00026
82,158.176,0.44897,0.50716,0.89273,0.49229,0.53456,0.55109,0.42504,0.94662,2.03242,1.10616,0.000247625,0.000247625,0.000247625
83,160.038,0.40526,0.54077,0.91921,0.48309,0.53652,0.54274,0.41597,0.9266,2.03126,1.09565,0.00023525,0.00023525,0.00023525
84,161.955,0.33519,0.47103,0.86145,0.49018,0.54075,0.53297,0.426,0.87849,1.98136,1.07041,0.000222875,0.000222875,0.000222875
85,164.019,0.39937,0.50348,0.87758,0.49704,0.54141,0.53074,0.42837,0.84914,1.97819,1.05071,0.0002105,0.0002105,0.0002105
86,165.953,0.41767,0.50095,0.95147,0.53264,0.50116,0.5306,0.42649,0.84618,1.98529,1.04408,0.000198125,0.000198125,0.000198125
87,167.927,0.40558,0.51488,0.88927,0.50693,0.54167,0.52966,0.4227,0.85888,1.9896,1.05087,0.00018575,0.00018575,0.00018575
88,169.896,0.4718,0.82185,0.96075,0.50634,0.54167,0.53013,0.41769,0.87966,2.0239,1.05357,0.000173375,0.000173375,0.000173375
89,171.851,0.35475,0.51554,0.91174,0.50161,0.54167,0.53193,0.4225,0.8951,2.06255,1.05773,0.000161,0.000161,0.000161
90,173.746,0.38496,0.55516,0.92734,0.49929,0.54167,0.53755,0.41707,0.90656,2.091,1.05599,0.000148625,0.000148625,0.000148625
91,175.674,0.38879,0.81766,0.83404,0.49108,0.54167,0.54279,0.42141,0.9147,2.09908,1.06064,0.00013625,0.00013625,0.00013625
92,177.435,0.39485,0.68487,0.86548,0.4896,0.54167,0.54526,0.42482,0.91189,2.08031,1.05124,0.000123875,0.000123875,0.000123875
93,179.211,0.55433,0.95221,1.00496,0.49148,0.54167,0.5451,0.42609,0.89925,2.05957,1.03423,0.0001115,0.0001115,0.0001115
94,181.003,0.39903,0.59875,0.85968,0.49691,0.54167,0.54395,0.43031,0.88189,2.04354,1.0193,9.9125e-05,9.9125e-05,9.9125e-05
95,182.814,0.35908,0.59146,0.86451,0.49569,0.54167,0.53959,0.42798,0.86707,2.02288,1.00393,8.675e-05,8.675e-05,8.675e-05
96,184.676,0.40994,0.59953,0.85008,0.49791,0.54167,0.53596,0.43135,0.85151,1.99334,0.99264,7.4375e-05,7.4375e-05,7.4375e-05
97,186.445,0.37766,0.57437,0.88877,0.50555,0.54167,0.52922,0.42372,0.84354,1.99308,0.98845,6.2e-05,6.2e-05,6.2e-05
98,188.182,0.49949,0.63409,1.05502,0.50393,0.54167,0.52726,0.42213,0.84335,2.00376,0.98467,4.9625e-05,4.9625e-05,4.9625e-05
99,189.936,0.35369,0.57454,0.87052,0.50474,0.54167,0.5246,0.42068,0.83716,2.00023,0.98034,3.725e-05,3.725e-05,3.725e-05
100,191.838,0.36884,0.5396,0.86765,0.50503,0.54167,0.52481,0.42011,0.83735,2.00797,0.97957,2.4875e-05,2.4875e-05,2.4875e-05
