epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,139.582,0.41996,0.55191,0.94482,0.81251,0.9187,0.94014,0.70186,0.99023,0.95865,1.04828,0.00053225,0.00053225,0.00053225
60,142.017,0.42203,0.5492,0.92846,0.83736,0.9262,0.93811,0.69562,0.98733,0.86311,1.03721,0.000519875,0.000519875,0.000519875
61,144.483,0.41565,0.54223,0.92813,0.87348,0.91898,0.93669,0.7033,0.9603,0.81007,1.01304,0.0005075,0.0005075,0.0005075
62,146.874,0.40353,0.53692,0.93507,0.91392,0.90344,0.93164,0.7224,0.93491,0.75086,0.99809,0.000495125,0.000495125,0.000495125
63,149.21,0.41911,0.53734,0.92244,0.91138,0.89257,0.92875,0.72261,0.91422,0.72696,1.00074,0.00048275,0.00048275,0.00048275
64,151.602,0.4029,0.54415,0.92584,0.90692,0.89985,0.93493,0.71861,0.92204,0.79393,1.02271,0.000470375,0.000470375,0.000470375
65,153.944,0.39408,0.51293,0.90847,0.89195,0.89441,0.93541,0.71377,0.92348,0.78703,1.01952,0.000458,0.000458,0.000458
66,156.294,0.41347,0.50378,0.91777,0.88051,0.89479,0.93802,0.70429,0.91933,0.74788,1.01354,0.000445625,0.000445625,0.000445625
67,158.518,0.41119,0.48094,0.90947,0.88561,0.9043,0.9461,0.72538,0.8981,0.69345,1.0169,0.00043325,0.00043325,0.00043325
68,160.84,0.37405,0.48151,0.90485,0.94985,0.93306,0.95815,0.74331,0.87162,0.6533,1.0073,0.000420875,0.000420875,0.000420875
69,163.026,0.41554,0.51518,0.88763,0.95512,0.92839,0.95941,0.73618,0.87854,0.64607,1.00094,0.0004085,0.0004085,0.0004085
70,165.384,0.39094,0.5034,0.91556,0.92708,0.93474,0.95406,0.72236,0.88102,0.64917,0.99388,0.000396125,0.000396125,0.000396125
71,167.667,0.41506,0.52425,0.94249,0.9276,0.91363,0.95229,0.72971,0.86255,0.66795,0.98664,0.00038375,0.00038375,0.00038375
72,170.004,0.40426,0.53014,0.92459,0.9258,0.92814,0.94153,0.75558,0.81505,0.67804,0.94477,0.000371375,0.000371375,0.000371375
73,172.357,0.39696,0.54912,0.9361,0.9218,0.92937,0.94173,0.74498,0.81329,0.68246,0.94071,0.000359,0.000359,0.000359
74,174.673,0.35781,0.50057,0.93069,0.91185,0.92856,0.94979,0.74767,0.83275,0.6743,0.94706,0.000346625,0.000346625,0.000346625
75,177.047,0.40331,0.48811,0.90899,0.91087,0.92735,0.95056,0.74065,0.86359,0.66301,0.97366,0.00033425,0.00033425,0.00033425
76,179.455,0.35407,0.46986,0.91471,0.91419,0.93226,0.94923,0.74183,0.8824,0.64476,0.99184,0.000321875,0.000321875,0.000321875
77,181.913,0.39283,0.49028,0.92888,0.91367,0.93333,0.94778,0.73821,0.87501,0.6545,0.98618,0.0003095,0.0003095,0.0003095
78,184.457,0.35602,0.46472,0.91006,0.90993,0.93333,0.94544,0.74185,0.86604,0.64602,0.97834,0.000297125,0.000297125,0.000297125
79,186.722,0.36401,0.48975,0.92137,0.90636,0.93333,0.94524,0.74096,0.85255,0.62697,0.96959,0.00028475,0.00028475,0.00028475
80,188.984,0.3833,0.48815,0.91253,0.94772,0.9247,0.95088,0.74063,0.85854,0.59738,0.97048,0.000272375,0.000272375,0.000272375
81,191.352,0.3659,0.45224,0.90307,0.95029,0.92241,0.95266,0.73544,0.87375,0.6058,0.97253,0.00026,0.00026,0.00026
82,193.56,0.35827,0.46348,0.89599,0.96594,0.92984,0.95266,0.742,0.88062,0.60159,0.97281,0.000247625,0.000247625,0.000247625
83,195.776,0.38551,0.5063,0.95369,0.9644,0.93333,0.95276,0.7475,0.8771,0.60508,0.97184,0.00023525,0.00023525,0.00023525
84,198.021,0.3532,0.48649,0.9263,0.93642,0.93333,0.94649,0.74921,0.86547,0.58715,0.96175,0.000222875,0.000222875,0.000222875
85,200.423,0.37223,0.44684,0.90916,0.93884,0.93333,0.94544,0.75123,0.8575,0.58636,0.95667,0.0002105,0.0002105,0.0002105
86,202.804,0.33818,0.45684,0.9236,0.94038,0.93333,0.94761,0.74464,0.85618,0.57399,0.9513,0.000198125,0.000198125,0.000198125
87,205.057,0.33751,0.4615,0.9163,0.95871,0.95722,0.95139,0.73976,0.85177,0.57384,0.9459,0.00018575,0.00018575,0.00018575
88,207.387,0.35561,0.51275,0.92943,0.94669,0.95833,0.94528,0.73399,0.85673,0.56571,0.93846,0.000173375,0.000173375,0.000173375
89,209.695,0.33806,0.44438,0.90813,0.94164,0.95833,0.94528,0.72946,0.85955,0.55742,0.93465,0.000161,0.000161,0.000161
90,212.039,0.33256,0.46256,0.91268,0.93032,0.95833,0.94605,0.73592,0.84851,0.55728,0.9299,0.000148625,0.000148625,0.000148625
91,214.293,0.39077,0.71846,0.90168,0.92027,0.95833,0.94552,0.74342,0.83761,0.55754,0.92475,0.00013625,0.00013625,0.00013625
92,216.506,0.38102,0.62995,0.89391,0.90124,0.95833,0.94644,0.74918,0.81329,0.55785,0.91191,0.000123875,0.000123875,0.000123875
93,218.646,0.35783,0.59786,0.84464,0.894,0.95833,0.94532,0.7514,0.81161,0.56773,0.91007,0.0001115,0.0001115,0.0001115
94,220.779,0.34535,0.57335,0.85157,0.88556,0.95833,0.94564,0.75507,0.81281,0.58786,0.91211,9.9125e-05,9.9125e-05,9.9125e-05
95,222.863,0.38248,0.53653,0.93033,0.88607,0.95833,0.94573,0.75692,0.81801,0.60779,0.91529,8.675e-05,8.675e-05,8.675e-05
96,224.991,0.35138,0.52207,0.88485,0.88303,0.93924,0.94573,0.75014,0.81967,0.62091,0.91496,7.4375e-05,7.4375e-05,7.4375e-05
97,227.074,0.35567,0.50709,0.85804,0.8837,0.93987,0.94547,0.75223,0.81986,0.62786,0.91315,6.2e-05,6.2e-05,6.2e-05
98,229.18,0.33344,0.50481,0.86989,0.88545,0.94907,0.94556,0.75421,0.82128,0.62856,0.91337,4.9625e-05,4.9625e-05,4.9625e-05
99,231.415,0.36182,0.52223,0.90551,0.88868,0.95349,0.94564,0.75331,0.81937,0.6297,0.91085,3.725e-05,3.725e-05,3.725e-05
100,233.592,0.34063,0.5186,0.88488,0.89673,0.9562,0.93878,0.74014,0.82339,0.62865,0.91074,2.4875e-05,2.4875e-05,2.4875e-05
